brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,display_size,warranty,Touchscreen,msoffice,latest_price,old_price,discount,star_rating
HP,Notebook,Intel,Core i3,11th,4  GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,39790,43296,8,3.9
ASUS,IdeaPad,Intel,Core i3,10th,4  GB,DDR4,0 GB,1024 GB,Windows,32-bit,0,ThinNlight,15.6,0,No,No,35590,45990,22,3.4
HP,14s,Intel,Core i3,10th,4  GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,36490,42787,14,3.8
ASUS,VivoBook,Intel,Core i3,10th,4  GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,38990,45990,15,4
ASUS,IdeaPad,Intel,Core i3,10th,4  GB,DDR4,0 GB,1024 GB,Windows,32-bit,0,ThinNlight,15.6,0,No,No,33990,39990,15,3.7
DELL,Inspiron,Intel,Core i3,10th,4  GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,Yes,43400,49000,11,4.1
ASUS,Chromebook,Intel,Celeron Dual,11th,4  GB,LPDDR4,0 GB,512 GB,Windows,32-bit,0,Casual,15.6,0,No,No,24990,30990,19,4.2
HP,15s,Intel,Core i3,10th,4  GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,40750,43090,5,4.1
DELL,Inspiron,Intel,Core i3,10th,4  GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,43000,46629,7,4.1
ASUS,Vivo,Intel,Core i3,10th,4  GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,0,No,No,38000,42990,11,4.7
DELL,Inspiron,Intel,Core i3,11th,8  GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,14.96,1,No,Yes,37990,51493,26,3.7
HP,DA,Intel,Core i3,7th,8  GB,DDR4,0 GB,1024 GB,Windows,64-bit,2,Casual,15.6,0,No,No,49279,87136,0,4.5
Lenovo,IdeaPad,Intel,Core i3,10th,8  GB,DDR4,0 GB,1024 GB,Windows,32-bit,0,Casual,15.6,0,No,No,38999,50990,23,3.6
ASUS,IdeaPad,Intel,Core i3,11th,8  GB,DDR4,0 GB,1024 GB,Windows,32-bit,0,Casual,15.6,0,No,No,41500,51990,20,3
acer,IdeaPad,Intel,Core i3,11th,4  GB,DDR4,0 GB,1024 GB,Windows,32-bit,0,Casual,15.6,0,No,No,36999,45000,17,0
DELL,IdeaPad,Intel,Core i3,11th,8  GB,DDR4,0 GB,1024 GB,Windows,32-bit,0,Casual,15.6,0,No,No,42900,55351,22,0
ASUS,Chromebook,Intel,Celeron Dual,11th,4  GB,LPDDR4,0 GB,512 GB,Windows,32-bit,0,Casual,15.6,0,No,No,21490,25990,17,3.9
DELL,Insprion,Intel,Core i3,11th,8  GB,DDR4,0 GB,1024 GB,Windows,32-bit,0,Casual,15.6,0,No,No,41480,48990,15,3.8
ASUS,VivoBook,Intel,Core i3,10th,8  GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,0,No,No,32990,43990,25,2
ASUS,VivoBook,Intel,Core i3,11th,8  GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,38680,51990,25,3.2
ASUS,Chromebook,Intel,Celeron Dual,11th,4  GB,LPDDR4,0 GB,512 GB,Windows,32-bit,0,Casual,15.6,0,No,No,23990,29990,20,4.1
DELL,IdeaPad,Intel,Core i3,10th,8  GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,14.96,0,No,No,40390,54992,26,3.2
ASUS,VivoBook,Intel,Core i3,10th,4  GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,14.1,0,No,No,33990,39990,15,3.4
ASUS,Chromebook,Intel,Celeron Dual,11th,4  GB,LPDDR4,0 GB,512 GB,Windows,32-bit,0,Casual,15.6,0,No,No,20490,24990,18,3.9
DELL,Vostro,Intel,Core i3,10th,8  GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,41490,54782,24,5
DELL,Inspiron,Intel,Core i3,11th,8  GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,0,No,No,45490,60371,24,4.3
DELL,Inspiron,Intel,Core i3,11th,8  GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,0,No,No,44490,57479,22,4.3
ASUS,VivoBook,Intel,Core i3,11th,8  GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,14.1,1,No,Yes,41890,57990,27,4.2
DELL,Vostro,Intel,Core i3,11th,4  GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,42990,43126,0,4.1
acer,Travelmate,Intel,Core i3,11th,8  GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,14,0,No,No,40990,60000,31,4.2
DELL,Inspiron,Intel,Core i3,11th,8  GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,48990,59990,18,4.1
DELL,Vostro,Intel,Core i3,11th,4  GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,43590,59781,27,0
DELL,Inspiron,Intel,Core i3,10th,4  GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,44690,60122,25,4.3
ASUS,ExpertBook,Intel,Core i3,10th,4  GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,0,No,No,40990,51990,21,0
DELL,Vostro,Intel,Core i3,11th,4  GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,43990,56743,22,0
DELL,Vostro,Intel,Core i3,11th,4  GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,43590,57863,24,0
DELL,Vostro,Intel,Core i3,10th,4  GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,41390,51976,20,4.2
DELL,Vostro,Intel,Core i3,10th,4  GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,44290,57858,23,0
DELL,Inspiron,Intel,Core i3,11th,4  GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,48999,57095,14,0
DELL,Vostro,Intel,Core i3,11th,4  GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,39990,45810,12,3.9
DELL,IdeaPad,Intel,Core i3,10th,8  GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,15.6,0,No,No,46390,59101,21,2.9
ASUS,Chromebook,Intel,Celeron Dual,11th,4  GB,LPDDR4,0 GB,512 GB,Windows,64-bit,0,Casual,15.6,0,No,No,18990,22990,17,3.6
ASUS,Chromebook,Intel,Celeron Dual,11th,4  GB,LPDDR4,0 GB,512 GB,Windows,32-bit,0,Casual,15.6,0,No,No,17990,21990,18,3.6
HP,14a,Intel,Celeron Dual,11th,4  GB,DDR4,0 GB,512 GB,Windows,64-bit,0,Casual,15.6,0,No,No,26470,31532,16,3.6
HP,Chromebook,Intel,Celeron Dual,11th,4  GB,DDR4,0 GB,512 GB,Windows,64-bit,0,Casual,15.6,0,No,No,27990,31532,11,3.8
Lenovo,Celeron,Intel,Celeron Dual,11th,4  GB,DDR4,0 GB,1024 GB,Windows,32-bit,0,Casual,15.6,0,No,No,29999,37400,19,3.3
Lenovo,IdeaPad,Intel,Celeron Dual,11th,4  GB,LPDDR4X,0 GB,512 GB,Windows,64-bit,0,Casual,15.6,0,No,No,25990,40490,35,3.7
Lenovo,IdeaPad,Intel,Celeron Dual,11th,4  GB,LPDDR4,0 GB,512 GB,Windows,32-bit,0,Casual,15.6,0,No,No,16990,24840,31,3.4
Lenovo,IdeaPad,Intel,Celeron Dual,11th,4  GB,LPDDR4,0 GB,512 GB,Windows,32-bit,0,Casual,15.6,0,No,No,24990,34890,28,2.8
acer,Predator,Intel,Core,11th,4  GB,DDR4,0 GB,512 GB,Windows,32-bit,0,Casual,15.6,0,No,No,99990,87136,33,4.5
acer,Aspire,Intel,Core i5,11th,8  GB,DDR5,0 GB,512 GB,Windows,32-bit,4,Casual,15.6,0,No,No,50990,89999,0,4.4
acer,Spin,Intel,Core i5,11th,8  GB,LPDDR4,0 GB,512 GB,Windows,32-bit,0,Casual,15.6,1,No,No,119990,124900,3,4
acer,Swift,Intel,Core i5,10th,8  GB,LPDDR4,0 GB,512 GB,DOS,32-bit,0,Casual,15.6,0,No,No,94190,124999,24,4.3
ASUS,ROG,Intel,Core i5,10th,8  GB,LPDDR4,0 GB,512 GB,DOS,32-bit,4,Casual,15.6,0,No,No,106167,120990,12,4.5
DELL,IdeaPad,Intel,Core i5,10th,8  GB,LPDDR4,0 GB,512 GB,DOS,32-bit,4,Casual,15.6,1,No,No,68090,69500,2,1.6
DELL,XPS,Intel,Core i5,10th,8  GB,LPDDR4,0 GB,512 GB,DOS,32-bit,0,ThinNlight,15.6,1,No,No,75497.95404,87136,10,0
HP,15s,Intel,Core i5,10th,8  GB,LPDDR4,0 GB,512 GB,DOS,32-bit,0,ThinNlight,15.6,0,No,No,55990,63179,11,4
HP,Omen,Intel,Core i5,10th,8  GB,LPDDR4,0 GB,512 GB,DOS,32-bit,4,Casual,15.6,0,No,No,102551,87136,0,0
lenovo,Ideapad,Intel,Core i5,10th,8  GB,LPDDR4,0 GB,512 GB,DOS,32-bit,0,Casual,15.6,0,No,No,72990,90000,18,4.2
Lenovo,Ideapad,Intel,Core i5,10th,8  GB,LPDDR4,0 GB,512 GB,DOS,32-bit,2,Casual,15.6,0,No,No,46990,62290,24,4.2
MICROSOFT,Surface,Intel,Core i5,10th,8  GB,LPDDR4X,128 GB,0 GB,Windows,64-bit,0,Casual,15.6,0,Yes,No,100190,104999,4,4.4
Smartron,t.book,Intel,Core i5,7th,8  GB,DDR3,128 GB,0 GB,Windows,64-bit,0,Casual,15.6,0,Yes,No,52990,55999,5,3.5
MICROSOFT,Surface,Intel,Core i5,8th,8  GB,DDR3,128 GB,0 GB,Windows,64-bit,0,Casual,15.6,0,Yes,No,91999,87136,0,4.5
Smartron,t.book,Intel,Core i5,7th,4  GB,DDR3,128 GB,0 GB,Windows,64-bit,0,Casual,12.2,0,Yes,No,52990,55999,5,3.9
HP,Pavilion,Intel,Core i5,8th,8  GB,DDR4,128 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,1,No,No,76012,87136,0,4.3
Lenovo,Ideapad,Intel,Core i5,11th,8  GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,15.6,2,No,Yes,49490,75390,34,4.3
lenovo,Yoga,Intel,Core i5,10th,8  GB,LPDDR4,0 GB,512 GB,DOS,32-bit,0,Casual,15.6,0,No,No,102990,87136,26,4.6
acer,Swift,Intel,Core i5,7th,8  GB,DDR3,256 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,86867,99999,13,4.4
LG,Gram,Intel,Core i5,10th,8  GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,15.6,0,No,No,76990,104000,25,4.5
LG,Gram,Intel,Core i5,11th,8  GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,0,No,No,76990,106000,27,0
ASUS,VivoBook,Intel,Core i5,11th,8  GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,48990,58990,16,0
LG,Gram,Intel,Core i5,10th,8  GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,15.6,0,No,No,62990,99000,36,4.6
DELL,Inspiron,Intel,Core i5,11th,8  GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,0,No,No,55990,71578,21,3.3
acer,Swift,Intel,Core i5,8th,8  GB,DDR3,256 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,Yes,Yes,81998,82799,0,4
LG,Gram,Intel,Core i5,11th,8  GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,0,No,No,76990,106000,27,0
HP,Spectre,Intel,Core i5,8th,8  GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,Yes,Yes,75497.95404,87136,9,0
acer,Swift,Intel,Core i5,8th,8  GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,1,No,No,59490,65546,9,3.5
ASUS,VivoBook14,Intel,Core i5,11th,8  GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14.1,1,No,No,49800,66990,25,0
Lenovo,Ideapad,Intel,Core i5,11th,8  GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,Yes,61999,68999,10,2.8
HP,IdeaPad,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,0,No,No,54990,70171,21,4.2
HP,IdeaPad,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,53990,70171,23,4.1
Lenovo,Ideapad,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,2,No,Yes,52990,74390,28,4.2
HP,Pavilion,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,67990,78294,13,4.5
ASUS,TUF,Intel,Core i5,10th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,No,57990,81990,29,4.5
Lenovo,Ideapad,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,62300,101390,38,4.4
realme,Book(Slim),Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,Yes,52990,69999,24,4.4
Lenovo,IdeaPad,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,52990,84890,37,0
Lenovo,IdeaPad,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,2,No,Yes,51990,88990,0,4.2
Lenovo,IdeaPad,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,61990,97890,36,4.2
RedmiBook,Pro,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,32-bit,0,ThinNlight,15.6,1,No,No,48990,59990,18,4.2
ASUS,VivoBook,Intel,Core i5,11th,8  GB,LPDDR4X,512 GB,0 GB,Windows,32-bit,0,Casual,14,1,Yes,Yes,63990,82990,22,4.6
Lenovo,ThinkPad,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,Yes,65990,78109,15,4.6
Nokia,PureBook,Intel,Core i5,10th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,47990,90000,0,4.4
acer,Aspire,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,52990,75999,30,4.2
Lenovo,IdeaPad,Intel,Core i5,10th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,49990,79690,37,0
ASUS,ASUS,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,17.3,0,No,No,71990,115990,37,4.4
ASUS,VivoBook,Intel,Core i5,10th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,No,47990,62990,23,4
Nokia,PureBook,Intel,Core i5,10th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,45990,74990,38,4.7
Lenovo,IdeaPad,Intel,Core i5,10th,8  GB,DDR4,512 GB,0 GB,Windows,32-bit,0,ThinNlight,15.6,2,No,Yes,48490,64290,24,4.3
ASUS,ASUS,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,17.3,0,No,No,72990,105990,31,4.5
MSI,Katana,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,2,No,No,76990,106990,28,4.6
ASUS,TUF,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,Yes,89990,129990,30,4.6
MSI,GF63,Intel,Core i5,10th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,2,No,No,59990,83990,28,4.5
ASUS,TUF,Intel,Core i5,10th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,Yes,65990,89990,26,4.4
DELL,Inspiron,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,0,Yes,No,71990,94201,23,4.7
DELL,Inspiron,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,0,Yes,No,71890,92549,22,4.3
Lenovo,IdeaPad,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,0,No,No,64990,97890,33,0
ASUS,VivoBook,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,No,65990,90990,27,0
HP,IdeaPad,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,0,No,No,55999,66050,15,4.8
ASUS,VivoBook,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,14,1,No,No,73490,110990,33,4.5
HP,Pavilion,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,74490,85359,12,4.3
HP,Pavilion,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,58340,74839,22,4
acer,Aspire,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,No,55999,75999,26,4.5
DELL,Inspiron,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,67990,89849,24,4.4
ASUS,VivoBook,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,No,59990,80990,25,4.5
ASUS,TUF,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,Yes,82990,104990,20,4.4
DELL,Vostro,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,14,1,No,Yes,64190,85391,24,0
DELL,IdeaPad,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,70090,89395,21,4
realme,Book(Slim),Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,Yes,60999,69999,12,4.4
ASUS,IdeaPad,Intel,Core i5,10th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,2,ThinNlight,15.6,1,No,No,49990,64990,23,4.1
MSI,IdeaPad,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,55490,66990,17,3.9
HP,Spectre,Intel,Core i5,11th,8  GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,13.3,0,Yes,No,97990,114749,14,5
ASUS,VivoBook,Intel,Core i5,9th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,Yes,54990,76990,28,4.4
Lenovo,Thinkbook,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15,1,No,Yes,59990,115167,0,4.3
Lenovo,IdeaPad,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,53990,79890,32,4.2
HP,Pavilion,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,66999,79445,15,4.4
acer,Intel,Intel,Core i5,11th,8  GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,60990,89999,32,4.4
ASUS,IdeaPad,Intel,Core i5,10th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,47990,62990,23,4.3
HP,IdeaPad,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,32-bit,0,ThinNlight,14,1,No,Yes,59999,81684,26,4
DELL,G15,Intel,Core i5,10th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,No,79990,103102,22,0
ASUS,TUF,Intel,Core i5,10th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,No,63990,74990,14,0
HP,Pavilion,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,63990,77327,17,4.7
ASUS,VivoBook,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,No,59990,80990,25,0
Lenovo,IdeaPad,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,No,55990,89790,37,0
ASUS,VivoBook,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,No,59990,80990,25,0
HP,Pavilion,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,63990,75023,14,4.7
DELL,Vostro,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,14,1,No,Yes,69490,92552,24,0
DELL,Inspiron,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,Yes,Yes,89390,109353,18,0
ASUS,ZenBook,Intel,Core i5,11th,8  GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,0,No,No,74990,86990,13,0
Lenovo,Thinkbook,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,Yes,Yes,64990,87136,0,4
Lenovo,Legion,Intel,Core i5,10th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,Yes,66490,93690,29,4.4
DELL,Inspiron,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,15.6,1,No,Yes,89702,87136,0,0
Lenovo,Ideapad,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,15.6,1,No,Yes,70990,104890,32,4.2
Infinix,INBook,Intel,Core i5,10th,8  GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,42490,59999,29,4.1
ASUS,VivoBook,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,17.3,1,Yes,Yes,58990,85990,31,0
Lenovo,Ideapad,Intel,Core i5,10th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,15.6,1,No,Yes,57500,86720,33,0
DELL,Inspiron,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,14,1,Yes,Yes,79990,97946,18,4.6
MSI,Modern,Intel,Core i5,10th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,0,No,No,56541,61990,8,4.4
ASUS,IdeaPad,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,17.3,0,No,No,59990,82990,27,3.3
Lenovo,ThinkBook,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,13,1,No,Yes,64990,120708,0,4.4
DELL,IdeaPad,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,No,61290,73774,16,3
Lenovo,IdeaPad,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,54990,66470,17,4.2
Lenovo,ThinkBook,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,Yes,59990,112608,0,4.4
ASUS,ASUS,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,32-bit,4,Casual,16,1,No,No,84990,129990,34,5
HP,Pavilion,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,No,Yes,72500,80900,10,4.4
Lenovo,IdeaPad,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,0,No,No,59990,93690,35,3.9
Lenovo,Yoga,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,Yes,87990,125890,30,4.7
HP,14s,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,0,No,No,57990,63179,8,4.3
DELL,Inspiron,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,No,Yes,69490,69736,0,4.2
Lenovo,Thinkbook,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,Yes,68990,87136,0,4.6
Lenovo,IdeaPad,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,32-bit,0,Casual,16,1,No,Yes,77990,80366,2,4.3
ASUS,ZenBook,Intel,Core i5,11th,8  GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,105990,87136,24,4.4
MSI,Prestige,Intel,Core i5,11th,8  GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,79990,95990,16,0
DELL,Vostro,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,55490,80711,31,4.1
Lenovo,IdeaPad,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,No,Yes,69990,104890,33,4.6
ASUS,Zenbook,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,Yes,Yes,84990,116990,27,4.2
DELL,Inspiron,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,0,No,No,59990,76143,21,3.8
DELL,XPS,Intel,Core i5,10th,8  GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,111890,87136,27,0
DELL,Inspiron,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,15.6,1,No,No,65990,88037,25,4.3
ASUS,Zenbook,Intel,Core i5,11th,8  GB,LPDDR4X,512 GB,0 GB,Windows,32-bit,0,Casual,15.6,1,No,Yes,72990,90990,19,4.7
DELL,Inspiron,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,No,Yes,71090,89849,20,4.1
