brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,display_size,warranty,Touchscreen,msoffice,latest_price,old_price,discount,star_rating
MSI,Katana,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,2,No,No,74990,95990,21,0
ASUS,ZenBook,Intel,Core i5,10th,8  GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,Yes,79990,98990,19,4.4
MSI,Modern,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,No,55490,67990,18,4.3
DELL,Vostro,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,2,ThinNlight,15.6,1,No,Yes,66490,87168,23,4.1
ASUS,VivoBook,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,Yes,53400,69500,23,4.1
DELL,Inspiron,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,Yes,Yes,74500,78990,5,4.4
DELL,XPS,Intel,Core i5,11th,8  GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,No,Yes,114990,115729,0,0
DELL,Vostro,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,2,ThinNlight,15.6,0,No,No,61990,68859,9,4.1
APPLE,MacBook,Intel,Core i5,10th,8  GB,LPDDR4X,512 GB,0 GB,Mac,64-bit,0,Casual,16,1,No,No,75497.95404,87136,8,4.4
APPLE,MacBook,Intel,Core i5,8th,8  GB,DDR3,512 GB,0 GB,Mac,64-bit,0,Casual,15.6,1,No,No,75497.95404,87136,4,4.2
MSI,Sword,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,0,No,No,74990,95990,21,0
MSI,Modern,Intel,Core i5,10th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,No,56490,57240,1,4.5
Lenovo,ThinkPad,Intel,Core i5,10th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,No,No,75497.95404,87136,0,0
Lenovo,Ideapad,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,55990,65438,14,4.2
HP,Pavilion,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,Yes,77990,93565,16,0
HP,Envy,Intel,Core i5,10th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,Yes,106490,87136,23,4.7
Lenovo,IdeaPad,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,32-bit,2,Casual,16,1,No,Yes,70990,113290,37,4.6
Lenovo,ThinkPad,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,Yes,64990,77487,16,4.4
acer,Aspire,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,No,57990,65000,10,0
ASUS,TUF,Intel,Core i5,10th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,No,64990,81990,20,4.5
MSI,Modern,Intel,Core i5,10th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,No,54990,61990,11,4.4
Vaio,SE,Intel,Core i5,8th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,2,No,Yes,62890,84690,25,4
HP,Spectre,Intel,Core i5,11th,8  GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,16,0,Yes,No,111999,87136,23,0
Lenovo,Yoga,Intel,Core i5,10th,8  GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,2,Casual,15.6,1,No,Yes,70798,101090,29,4
Lenovo,Legion,Intel,Core i5,9th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,0,No,No,59990,84990,29,3.8
acer,ConceptD,Intel,Core i5,8th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,No,99500,119999,17,0
HP,14s,Intel,Core i5,10th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,55990,77996,28,4.2
ASUS,ZenBook,Intel,Core i5,8th,8  GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,72990,90990,19,4.2
acer,Swift,Intel,Core i5,8th,8  GB,DDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,64990,87999,26,3.8
ASUS,IdeaPad,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,0,No,No,57990,70990,18,0
HP,HP,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,16,1,Yes,Yes,76990,99203,22,4.4
Lenovo,Ideapad,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,2,No,Yes,62998,79890,21,4.3
DELL,Inspiron,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,Yes,77990,98200,20,4.5
HP,Spectre,Intel,Core i5,10th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,Yes,Yes,114990,122803,6,4.4
DELL,DELL,Intel,Core i5,10th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,15.6,1,No,Yes,65990,75800,12,0
DELL,Inspiron,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,16,1,No,Yes,88990,90605,1,3.8
Lenovo,X390,Intel,Core i5,10th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,0,No,No,113590,120000,5,0
Mi,Notebook,Intel,Core i5,10th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,15.6,1,No,No,54990,59999,8,4.3
ASUS,VivoBook,Intel,Core i5,11th,8  GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,Yes,Yes,73990,84990,12,4.2
LG,Gram,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,0,No,No,86990,130000,33,0
HP,IdeaPad,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,61000,68000,10,4.3
ASUS,ZenBook,Intel,Core i5,11th,8  GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,Yes,No,99990,122990,18,4.9
Lenovo,ThinkPad,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,67990,76915,11,4.8
DELL,Inspiron,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,Yes,Yes,70799,89564,20,4.7
Lenovo,ThinkPad,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,65990,75879,13,4.1
ASUS,VivoBook,Intel,Core i5,8th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,53690,58990,8,4.4
MSI,Modern,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,55990,67990,17,0
ASUS,VivoBook,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,Yes,53190,69990,24,4.5
Lenovo,IdeaPad,Intel,Core i5,10th,8  GB,DDR4,512 GB,0 GB,Windows,32-bit,2,Casual,15.6,2,No,Yes,58999,65999,10,4.4
DELL,Inspiron,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,2,ThinNlight,15.6,1,No,No,71990,86000,16,0
HP,IdeaPad,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,32-bit,4,Casual,15.6,0,No,No,82000,89000,7,0
ASUS,ZenBook,Intel,Core i5,11th,8  GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,0,No,No,84990,104990,19,0
Lenovo,Thinpad,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,15.6,0,No,No,89998,101525,11,0
ASUS,ZenBook,Intel,Core i5,11th,8  GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,Yes,No,99990,122990,18,0
ASUS,Zenbook,Intel,Core i5,11th,8  GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,0,No,No,84990,110990,23,0
Lenovo,IdeaPad,Intel,Core i5,10th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,0,No,No,69899,73899,5,4.3
DELL,Inpiron,Intel,Core i5,10th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,No,79990,117587,31,0
DELL,GAMING,Intel,Core i5,10th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,No,76300,79999,4,4.2
Lenovo,Ideapad,Intel,Core i5,10th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,Yes,55999,89999,37,0
DELL,Inspiron,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,0,No,No,72900,74900,2,3.9
DELL,Inspiron,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,Yes,Yes,73990,92600,20,4.5
ASUS,ZenBook,Intel,Core i5,11th,8  GB,LPDDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,0,No,No,84990,104990,19,0
DELL,IdeaPad,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,32-bit,2,Casual,16,0,No,No,73519,88400,16,0
HP,Spectre,Intel,Core i5,10th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,Yes,No,75497.95404,87136,17,5
lenovo,Yoga,Intel,Core i5,10th,8  GB,LPDDR4,0 GB,512 GB,DOS,32-bit,0,Casual,15.6,0,No,No,75497.95404,87136,27,0
ASUS,ASUS,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,No,88990,129990,31,0
HP,HP,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,Yes,Yes,114999,87136,16,0
DELL,Inspiron,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,16,1,Yes,Yes,82990,94600,12,4.5
acer,Intel,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,0,Yes,No,109999,87136,0,0
Lenovo,Yoga,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,Yes,Yes,82990,117490,29,0
DELL,Inspiron,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,15.6,1,Yes,Yes,79990,88600,9,4.8
ASUS,ZenBook,Intel,Core i5,11th,8  GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,114990,87136,18,0
HP,Spectre,Intel,Core i5,11th,8  GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,75497.95404,87136,16,0
MSI,GS,Intel,Core i5,8th,8  GB,DDR5,512 GB,0 GB,Windows,32-bit,4,Casual,15.6,0,No,No,75497.95404,87136,11,4.1
DELL,Inspiron,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,16,0,No,No,71290,95136,25,0
DELL,Inspiron,Intel,Core i5,10th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,79500,99433,20,4.3
DELL,Inspiron,Intel,Core i5,10th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,15.6,1,No,Yes,82990,107786,23,3.7
DELL,Inspiron,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,15.6,1,No,Yes,70980,76094,6,4.4
ASUS,ZenBook,Intel,Core i5,11th,8  GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,Yes,No,99990,122990,18,0
HP,430,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,32-bit,0,Casual,15.6,0,No,No,94000,98000,4,0
DELL,IdeaPad,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,16,0,Yes,No,82990,94890,12,4.4
MSI,Prestige,Intel,Core i5,11th,8  GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,79990,93489,14,4.9
ASUS,Pro,Intel,Core i5,8th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,0,No,No,85990,88990,3,0
ASUS,ExpertBook,Intel,Core i5,10th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,15.6,0,No,No,86990,87136,0,0
ASUS,ZenBook,Intel,Core i5,10th,8  GB,LPDDR3,512 GB,0 GB,Windows,64-bit,2,Casual,15.6,1,No,Yes,105990,87136,0,5
ASUS,ExpertBook,Intel,Core i5,10th,8  GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,0,No,No,84990,87136,0,0
Lenovo,Ideapad,Intel,Core i5,8th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,15.6,1,No,Yes,59999,80000,25,4.4
Lenovo,Yoga,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,Yes,91999,92000,0,4.6
DELL,Inspiron,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,Yes,78900,84900,7,3.6
ASUS,ExpertBook,Intel,Core i5,10th,8  GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,0,No,No,75497.95404,87136,23,0
Nokia,PureBook,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,55990,82990,32,4.1
Lenovo,IdeaPad,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,0,No,No,60990,93690,34,3.9
Avita,Liber,Intel,Core i5,7th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,0,No,No,65556,79990,18,0
DELL,Inspiron,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,0,No,No,70190,90783,22,3.5
DELL,IdeaPad,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,14,1,Yes,No,79590,106082,24,0
Avita,Liber,Intel,Core i5,7th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,0,No,No,65556,79990,18,0
ASUS,TUF,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,No,76990,105990,27,0
Nokia,PureBook,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,52790,82990,36,4
Avita,Liber,Intel,Core i5,7th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,0,No,No,65556,79990,18,0
Avita,Liber,Intel,Core i5,8th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,44990,76990,0,3.4
ASUS,Intel,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,13.3,1,Yes,Yes,84990,115990,26,3.9
Lenovo,Ideapad,Intel,Core i5,10th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,14,1,Yes,Yes,86999,109000,20,4.7
HP,Pavilion,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,15.6,1,No,No,78000,89000,12,4.4
Avita,Liber,Intel,Core i5,8th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,73063,76990,5,3.4
Avita,Liber,Intel,Core i5,8th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,73063,76990,5,3.4
HP,HP,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,14,1,No,Yes,100990,113000,10,0
Lenovo,Ideapad,Intel,Core i5,8th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,1,No,Yes,74990,83458,10,3.3
ASUS,ROG,Intel,Core i5,10th,8  GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,0,No,No,75990,101990,25,4.6
Lenovo,IdeaPad,Intel,Core i5,11th,8  GB,DDR4,512 GB,0 GB,Windows,32-bit,2,Casual,15.6,1,No,Yes,84086,87136,0,3.5
ASUS,ASUS,Intel,Core i5,11th,8  GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,15.6,0,No,No,75990,116990,35,4.5
ASUS,TUF,Intel,Core i5,11th,8  GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,17.3,1,No,Yes,77990,115990,32,4.4
ASUS,ROG,Intel,Core i5,10th,8  GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,No,77990,87136,0,4.5
APPLE,MacBook,Intel,Core i5,10th,16 GB,LPDDR4X,1024 GB,0 GB,Mac,64-bit,0,Casual,13,1,No,No,75497.95404,87136,7,4.7
APPLE,MacBook,Intel,Core i5,10th,16 GB,LPDDR4X,1024 GB,0 GB,Mac,64-bit,0,Casual,13,1,No,No,75497.95404,87136,7,4.8
ASUS,ROG,Intel,Core i5,10th,8  GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,15.6,0,No,No,82990,107990,23,4.5
ASUS,TUF,Intel,Core i5,11th,8  GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,No,87990,126990,30,0
ASUS,F17,Intel,Core i5,11th,8  GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,15.6,0,No,No,84500,105000,19,4.3
DELL,Inspiron,Intel,Core i5,11th,8  GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,0,No,No,74190,83417,11,4.5
Lenovo,ThinkBook,Intel,Core i5,11th,8  GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,1,No,Yes,64990,121608,0,3
Lenovo,ThinkPad,Intel,Core i5,10th,8  GB,DDR4,512 GB,512 GB,Windows,64-bit,0,ThinNlight,16,1,Yes,No,75497.95404,87136,0,0
Lenovo,ThinkPad,Intel,Core i5,10th,8  GB,DDR4,512 GB,512 GB,Windows,64-bit,0,ThinNlight,15.6,1,Yes,No,75497.95404,87136,14,0
acer,Aspire,Intel,Core i5,11th,8  GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,0,No,No,49990,65999,24,0
acer,Aspire,Intel,Core i5,11th,8  GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,14,1,No,No,46990,56999,17,3.8
DELL,Vostro,Intel,Core i5,11th,8  GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,48990,70286,30,3.6
acer,Aspire,Intel,Core i5,8th,8  GB,DDR4,0 GB,1024 GB,Windows,64-bit,2,Casual,15.6,1,No,Yes,59999,62511,4,4.1
ASUS,VivoBook,Intel,Core i5,10th,8  GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,46990,55990,16,4
MSI,GF63,Intel,Core i5,10th,8  GB,DDR4,0 GB,1024 GB,Windows,64-bit,4,Casual,15.6,2,No,No,52990,72990,27,4.1
Lenovo,IdeaPad,Intel,Core i5,7th,8  GB,DDR4,0 GB,1024 GB,Windows,32-bit,2,Casual,15.6,0,No,No,57999,82999,30,0
Lenovo,B50-70,Intel,Core i5,4th,8  GB,DDR3,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,0,No,No,52490,87136,0,3.8
Lenovo,Ideapad,Intel,Core i5,8th,8  GB,DDR4,0 GB,1024 GB,Windows,64-bit,4,Casual,15.6,1,No,No,56990,62594,8,4
acer,Aspire,Intel,Core i5,8th,8  GB,DDR4,0 GB,1024 GB,Windows,64-bit,2,ThinNlight,15.6,1,No,No,61990,62549,0,4.1
DELL,IdeaPad,Intel,Core i5,11th,8  GB,DDR4,0 GB,1024 GB,Windows,32-bit,0,Casual,15.6,0,No,No,58090,59990,3,0
ASUS,ExpertBook,Intel,Core i5,10th,8  GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,0,No,No,56990,70990,19,0
acer,Aspire,Intel,Core i5,8th,8  GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,61597,87136,0,0
ASUS,Pro,Intel,Core i5,8th,8  GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,15.6,0,No,No,81990,87136,0,0
ASUS,ExpertBook,Intel,Core i5,10th,8  GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,0,No,No,61249,68990,11,0
DELL,IdeaPad,Intel,Core i5,11th,8  GB,DDR4,0 GB,1024 GB,Windows,32-bit,0,Casual,15.6,0,No,No,58990,68900,14,0
ASUS,ExpertBook,Intel,Core i5,10th,8  GB,DDR4,0 GB,1024 GB,Windows,64-bit,2,Casual,15.6,0,No,No,83990,87136,0,0
MSI,GE76,Intel,Core i5,10th,8  GB,LPDDR4,0 GB,512 GB,DOS,32-bit,4,Casual,15.6,0,No,No,75497.95404,87136,12,4.6
MSI,GP65,Intel,Core i5,10th,8  GB,LPDDR4,0 GB,512 GB,DOS,32-bit,4,Casual,15.6,0,No,No,75497.95404,87136,0,4.5
MSI,GP76,Intel,Core i5,10th,8  GB,LPDDR4,0 GB,512 GB,DOS,32-bit,4,Casual,15.6,0,No,No,75497.95404,87136,10,4.4
HP,Pavilion,Intel,Core i5,8th,8  GB,DDR4,0 GB,1024 GB,Windows,64-bit,2,Casual,15.6,1,No,Yes,64990,68270,4,4.3
HP,15q,Intel,Core i5,8th,8  GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,46790,50190,6,4.2
HP,IdeaPad,Intel,Core i5,7th,4  GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,44599,87136,0,4.1
acer,Swift,Intel,Core i5,8th,8  GB,DDR4,0 GB,1024 GB,Windows,64-bit,2,Casual,15.6,1,No,No,72964,73199,0,4.2
HP,250,Intel,Core i5,10th,8  GB,DDR4,0 GB,1024 GB,Windows,32-bit,0,Casual,15.6,1,No,Yes,48790,54786,10,3.4
acer,Aspire,Intel,Core i5,10th,8  GB,DDR4,0 GB,1024 GB,Windows,64-bit,2,Casual,15.6,1,No,No,56491,87136,0,3.2
ASUS,VivoBook,Intel,Core i5,11th,8  GB,DDR4,256 GB,1024 GB,Windows,32-bit,0,Casual,15.6,1,No,Yes,50990,70990,28,4.3
ASUS,VivoBook,Intel,Core i5,10th,8  GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,15.6,0,No,No,55990,81990,31,4.5
acer,Aspire,Intel,Core i5,11th,8  GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,57990,69999,17,4.6
ASUS,VivoBook,Intel,Core i5,11th,8  GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,52990,72990,27,0
DELL,Inspiron,Intel,Core i5,11th,8  GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,57990,74833,22,4.2
acer,Aspire,Intel,Core i5,11th,8  GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,56990,64999,12,4
acer,Travelmate,Intel,Core i5,11th,8  GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,14,0,No,No,55490,60000,7,3.8
DELL,Inspiron,Intel,Core i5,11th,8  GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,15.6,1,No,No,62490,86199,27,3.9
ASUS,VivoBook,Intel,Core i5,11th,16 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,64990,85990,24,4.7
Lenovo,Ideapad,Intel,Core i5,11th,8  GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,15.6,1,No,Yes,59990,93690,35,4.3
ASUS,VivoBook,Intel,Core i5,11th,8  GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,15.6,1,No,Yes,60190,78990,23,4.4
ASUS,VivoBook,Intel,Core i5,9th,8  GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,15.6,0,No,No,54490,77990,30,4.3
Lenovo,Legion,Intel,Core i5,9th,8  GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,15.6,1,No,Yes,60990,86690,29,4.3
DELL,Inspiron,Intel,Core i5,11th,4  GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,14.9,1,No,Yes,55790,60078,7,4.2
ASUS,VivoBook,Intel,Core i5,11th,16 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,Yes,64990,85990,24,4.3
ASUS,IdeaPad,Intel,Core i5,11th,16 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,17.3,0,No,No,58990,85990,31,4.8
DELL,Vostro,Intel,Core i5,11th,8  GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,54990,80284,31,3.8
HP,Pavilion,Intel,Core i5,11th,8  GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,15.6,1,No,Yes,71990,87717,17,4.3
DELL,3511,Intel,Core i5,11th,8  GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,15.6,1,No,No,69900,87320,19,0
Lenovo,Ideapad,Intel,Core i5,11th,8  GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,15.6,1,No,Yes,65990,99290,33,4.2
ASUS,VivoBook,Intel,Core i5,11th,8  GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,49990,72990,31,3.9
DELL,Vostro,Intel,Core i5,11th,8  GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,58990,74066,20,4
Lenovo,IdeaPad,Intel,Core i5,10th,8  GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,15.6,0,No,No,74590,109990,32,4.4
ASUS,IdeaPad,Intel,Core i5,10th,8  GB,DDR4,256 GB,1024 GB,Windows,32-bit,2,Casual,15.6,0,No,No,58990,67990,13,5
ASUS,VivoBook,Intel,Core i5,11th,8  GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,64990,81990,20,0
